esv_is,0,1,1,0
niv_is,0,1,0,1
eng_TAMsimp,,,,
PAST,0.0,inf,inf,inf
PAST ~ PRES PART,0.0,inf,inf,inf
PAST ~ PAST PERF,0.0,inf,inf,inf
PRES PERF,0.0,inf,inf,inf
PRES,0.17,9.8,31.4,53.0
?PAST ~ PAST,0.0,inf,inf,inf
PAST ~ PRES PERF,0.0,inf,inf,inf
?PAST,0.0,inf,inf,inf
PAST ~ PRES,0.07,inf,25.0,38.0
PAST ~ TO INF,0.0,inf,inf,inf
PAST PERF,0.0,inf,inf,inf
PRES ~ PRES PERF,0.14,inf,19.5,12.67
PAST ~ PAST PROG,0.0,inf,inf,inf
PRES PART,0.0,inf,inf,inf
FUT ~ PRES,0.25,inf,4.0,inf
?PRES,0.0,inf,inf,inf
?PRES ~ PRES,0.0,inf,inf,inf
MOD would,0.0,inf,inf,inf
MOD could ~ PAST,0.0,inf,inf,inf
TO INF,0.0,inf,inf,inf
?VB ~ PAST,0.0,inf,inf,inf
?PRES ~ PAST,0.0,inf,inf,inf
FUT ~ PAST,0.0,inf,inf,inf
?PAST ~ PRES PART,0.0,inf,inf,inf
PAST PROG,0.0,inf,inf,inf
?VB,0.0,inf,inf,inf
PRES PART ~ PRES PERF,0.0,inf,inf,inf
FUT ~ PRES PERF,0.0,inf,inf,inf
PAST PERF ~ PRES PERF,0.0,inf,inf,inf
MOD would ~ PAST,0.0,inf,inf,inf
?PAST did not ~ PAST,0.0,inf,inf,inf
PRES ~ PRES PART,0.0,inf,inf,inf
PRES ~ PRES PROG,0.0,inf,inf,inf
?TO INF ~ PAST,0.0,inf,inf,inf
MOD let ~ PAST,0.0,inf,inf,inf
?PAST ~ PRES,0.0,inf,inf,inf
?PAST ~ ?VB,0.0,inf,inf,inf
PRES ~ TO INF,0.5,inf,2.0,inf
IMPV ~ PAST,0.0,inf,inf,inf
MOD let,0.0,inf,inf,inf
FUT ~ MOD shall,0.0,inf,inf,inf
PAST PERF ~ PRES PART,0.0,inf,inf,inf
PRES PERF ~ TO INF,0.0,inf,inf,inf
??PAST,0.0,inf,inf,inf
?PRES PERF ~ PRES,0.0,inf,inf,inf
PRES PERF ~ PRES PROG,0.0,inf,inf,inf
?PAST ~ IMPV,0.0,inf,inf,inf
?VB ~ PRES,0.0,inf,inf,inf
?VB ~ PRES PERF,0.0,inf,inf,inf
FUT,0.0,inf,inf,inf
?PRES ~ ?PRES PERF,0.0,inf,inf,inf
?PRES ~ PRES PERF,0.0,inf,inf,inf
?FUT ~ PAST,0.0,inf,inf,inf
?PRES PERF,0.0,inf,inf,inf
MOD can ~ PRES,0.0,inf,inf,inf
??VB ~ ?PAST question,0.0,inf,inf,inf
MOD may ~ PAST,0.0,inf,inf,inf
?PRES ~ PRES PART,0.0,inf,inf,inf
?PAST wh-question,0.0,inf,inf,inf
?PAST wh-question ~ ?PRES,0.0,inf,inf,inf
?PAST question,0.0,inf,inf,inf
?PAST do-support ~ PAST,0.0,inf,inf,inf
?PAST wh-question ~ MOD let,0.0,inf,inf,inf
?PAST did not ~ TO INF,0.0,inf,inf,inf
?PAST wh-question ~ PAST,0.0,inf,inf,inf
?PAST wh-question ~ TO INF,0.0,inf,inf,inf
?PAST ~ ?TO INF,0.0,inf,inf,inf
?MOD would ~ PAST,0.0,inf,inf,inf
?PAST did not ~ ?PAST question,0.0,inf,inf,inf
?PAST PERF ~ PAST PERF,0.0,inf,inf,inf
?MOD would,0.0,inf,inf,inf
?MOD let ~ PAST,0.0,inf,inf,inf
?FUT ~ PRES PART,0.0,inf,inf,inf
?FUT ~ PRES,0.0,inf,inf,inf
?FUT ~ ?PRES,0.0,inf,inf,inf
??VB ~ PRES PERF,0.0,inf,inf,inf
??VB ~ PRES,0.0,inf,inf,inf
??VB ~ PAST,0.0,inf,inf,inf
??PRES ~ PAST,0.0,inf,inf,inf
??PAST ~ PAST,0.0,inf,inf,inf
??PAST ~ ?TO INF,0.0,inf,inf,inf
??PAST ~ ?PAST,0.0,inf,inf,inf
PRES PERF PROG,0.0,inf,inf,inf
MOD let ~ PRES PART,0.0,inf,inf,inf
PRES PART ~ TO INF,0.0,inf,inf,inf
?PAST ~ PAST PERF,0.0,inf,inf,inf
MOD may,0.0,inf,inf,inf
MOD let ~ MOD may,0.0,inf,inf,inf
MOD is to ~ PRES PERF,inf,inf,inf,0.0
MOD may ~ PRES,0.0,inf,inf,inf
MOD could ~ MOD might,0.0,inf,inf,inf
IMPV ~ PRES PART,0.0,inf,inf,inf
IMPV ~ PRES,0.0,inf,inf,inf
MOD might ~ PRES PERF,0.0,inf,inf,inf
MOD must ~ PAST,0.0,inf,inf,inf
MOD must ~ PRES,0.0,inf,inf,inf
MOD should ~ MOD would,0.0,inf,inf,inf
FUT ~ MOD would,0.0,inf,inf,inf
MOD should ~ PRES,0.0,inf,inf,inf
MOD should ~ TO INF,0.0,inf,inf,inf
MOD would ~ PRES,0.0,inf,inf,inf
?TO INF ~ PRES,0.0,inf,inf,inf
?TO INF,0.0,inf,inf,inf
?PRES ~ TO INF,0.0,inf,inf,inf
PAST PERF ~ TO INF,0.0,inf,inf,inf
