eng_TAMsimp,0,1
PAST,1.04,27.5
PAST ~ PRES PART,1.03,32.67
PRES,1.01,97.5
PAST ~ PAST PERF,1.06,16.64
PRES PERF,1.03,30.33
PAST ~ PRES PERF,1.04,29.0
PAST ~ PRES,1.09,11.62
PAST ~ TO INF,1.03,39.0
PAST PERF,1.0,inf
PRES ~ PRES PERF,1.0,inf
PAST ~ PAST PROG,1.12,9.0
PRES PART,1.0,inf
FUT ~ PRES,1.0,inf
MOD would,1.0,inf
MOD could ~ PAST,1.22,5.5
TO INF,1.11,10.0
FUT ~ PAST,1.0,inf
MOD let ~ PAST,1.0,inf
PRES ~ PRES PART,1.0,inf
PRES ~ TO INF,1.0,inf
PRES PART ~ PRES PERF,1.0,inf
PAST PROG,1.0,inf
PRES ~ PRES PROG,1.0,inf
MOD would ~ PAST,1.0,inf
IMPV ~ PAST,1.0,inf
FUT ~ PRES PERF,1.25,5.0
PAST PERF ~ PRES PERF,1.0,inf
PAST PERF ~ PRES PART,1.0,inf
PRES PERF ~ TO INF,1.0,inf
PAST ~ VB,1.0,inf
MOD let,1.0,inf
FUT ~ MOD shall,1.0,inf
FUT,1.0,inf
PRES PERF ~ PRES PROG,1.0,inf
MOD may ~ PAST,1.0,inf
MOD can ~ PRES,1.0,inf
PRES PERF PROG,1.0,inf
MOD is to ~ PRES PERF,1.0,inf
FUT ~ PRES PART,1.0,inf
FUT ~ MOD would,1.0,inf
PRES PART ~ TO INF,1.0,inf
IMPV ~ PRES,1.0,inf
IMPV ~ PRES PART,1.0,inf
MOD can ~ PAST,1.0,inf
MOD could ~ MOD might,1.0,inf
MOD might ~ PRES PERF,1.0,inf
PAST ~ PAST PERF PROG,1.0,inf
MOD let ~ MOD may,1.0,inf
MOD must ~ PAST,1.0,inf
MOD let ~ PRES,1.0,inf
PAST PROG ~ PRES PERF PROG,1.0,inf
PAST PROG ~ PRES PERF,1.0,inf
PAST PROG ~ PRES PART,1.0,inf
MOD let ~ PRES PART,1.0,inf
PAST PERF ~ TO INF,1.0,inf
MOD may,1.0,inf
MOD would ~ PRES,1.0,inf
MOD may ~ PRES,1.0,inf
MOD should ~ TO INF,1.0,inf
MOD should ~ PRES,1.0,inf
MOD should ~ MOD would,1.0,inf
MOD must ~ PRES,1.0,inf
??VB ~ PAST,1.0,inf
